SoilMoisture,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Crop,Irrigation
23.8,31.6,12.5,217.5,16.7,69.6,Corn,0
31.8,19.2,13.6,100.0,31.8,73.9,Onion,0
32.2,21.9,23.2,325.8,14.6,29.3,Spinach,0
21.7,24.4,17.1,353.2,28.4,26.9,Rice,1
36.9,38.4,24.6,367.1,21.9,58.2,Peas,0
29.0,26.5,19.8,425.2,20.4,47.8,Rice,1
34.6,9.8,25.2,303.6,19.2,30.7,Carrot,0
44.3,30.3,22.3,257.0,25.6,83.9,Potato,0
36.0,4.7,29.3,481.6,35.2,64.8,Soybean,0
21.8,24.7,20.4,339.5,24.9,35.3,Potato,0
9.0,9.2,18.3,440.1,38.5,51.0,Rice,1
37.4,38.2,24.4,271.3,16.3,42.4,Maize,0
31.2,12.7,26.5,126.3,28.3,89.1,Sugarcane,0
26.6,24.1,17.1,179.6,44.4,66.8,Peas,0
19.7,17.8,22.0,264.1,23.1,38.7,Spinach,1
19.8,27.9,18.0,533.7,25.7,31.8,Tomato,1
6.5,6.8,24.9,312.0,26.7,39.9,Carrot,1
33.5,12.3,26.9,235.8,18.4,62.1,Cabbage,0
22.2,27.3,24.0,270.5,29.9,52.6,Sugarcane,1
19.9,33.4,16.7,362.9,24.5,51.5,Corn,1
6.6,39.5,17.8,317.4,25.3,40.2,Potato,1
27.6,25.2,19.9,328.2,25.4,52.2,Tomato,0
29.8,8.2,23.5,221.4,12.5,58.6,Sunflower,0
21.7,19.4,26.7,375.6,23.3,89.4,Rice,1
6.3,12.5,23.1,345.5,29.4,24.4,Potato,1
30.8,0.0,25.7,128.7,21.1,54.6,Barley,0
38.9,17.3,19.9,335.6,25.1,56.6,Wheat,0
24.8,19.4,30.4,433.7,39.6,49.3,Wheat,0
28.4,16.4,17.1,250.4,25.3,84.9,Wheat,0
16.6,12.1,22.6,365.0,34.5,78.0,Wheat,1
10.9,33.2,15.5,433.5,12.1,65.3,Sugarcane,1
42.8,21.0,18.4,298.4,28.3,41.7,Barley,0
30.0,37.4,16.0,360.9,10.9,63.3,Cabbage,0
8.0,5.6,6.8,263.6,23.9,40.7,Beans,1
37.8,17.5,25.5,255.1,26.4,57.1,Cotton,0
25.8,16.5,25.3,213.6,25.9,27.8,Cotton,0
42.8,25.1,13.2,276.5,30.1,49.9,Barley,0
9.8,14.2,25.2,379.8,21.0,73.5,Carrot,1
35.3,19.1,22.7,637.2,22.5,22.8,Sugarcane,0
38.1,30.1,18.8,327.4,34.9,25.1,Lettuce,0
33.5,20.2,26.1,142.0,23.1,51.3,Beans,0
11.8,31.2,16.3,178.7,28.1,37.7,Barley,1
38.3,0.0,14.4,301.5,20.0,28.8,Carrot,0
21.3,35.9,21.8,259.2,18.6,70.3,Potato,0
24.3,15.6,14.7,295.0,31.9,84.4,Soybean,0
24.7,4.5,12.7,456.2,15.7,39.3,Potato,0
18.6,20.9,23.7,452.9,33.9,59.3,Onion,1
42.8,11.3,12.1,366.7,33.1,32.1,Carrot,0
39.5,4.9,17.9,417.2,29.0,87.6,Cotton,0
14.0,27.9,21.9,308.5,23.6,37.2,Rice,1
27.3,31.8,19.0,297.7,31.3,59.7,Corn,0
29.5,17.8,19.0,375.8,39.1,66.4,Wheat,0
19.3,7.8,16.5,491.4,21.6,71.9,Sunflower,1
5.0,2.9,22.8,346.8,24.4,55.0,Lettuce,1
31.8,26.1,28.6,289.2,21.8,59.6,Cotton,0
24.6,34.2,22.8,302.5,32.7,60.2,Spinach,1
17.1,14.3,18.6,566.5,40.0,75.8,Cabbage,1
24.1,32.4,19.6,419.9,25.9,86.6,Potato,0
25.1,33.2,11.0,382.7,36.0,70.0,Cabbage,0
28.3,15.4,17.4,418.3,23.7,36.0,Maize,0
45.0,18.1,12.2,316.3,31.3,34.7,Sugarcane,0
23.6,27.8,14.6,533.5,14.6,68.0,Soybean,0
19.3,19.2,24.1,259.7,26.7,65.0,Maize,1
31.8,2.9,20.6,323.0,23.7,26.0,Potato,0
19.0,15.7,24.7,325.6,31.9,56.9,Cabbage,1
31.5,6.5,24.3,288.8,49.6,49.2,Lettuce,0
5.0,14.4,12.3,327.9,27.9,80.0,Soybean,1
28.9,13.5,18.9,229.0,25.3,65.7,Sugarcane,1
17.7,27.8,27.6,382.1,24.2,84.0,Carrot,1
26.4,19.5,22.1,339.4,30.6,25.7,Maize,0
32.3,17.3,13.4,130.7,21.5,29.2,Sugarcane,0
6.7,7.8,13.3,195.7,20.6,64.8,Onion,1
20.1,1.0,20.4,331.8,22.4,88.0,Cabbage,1
20.4,22.2,11.5,342.9,37.4,83.7,Sunflower,1
37.2,2.8,21.4,269.5,23.8,87.5,Wheat,0
24.7,9.2,12.8,310.5,16.0,57.5,Maize,0
22.0,19.8,12.9,286.3,40.0,31.5,Tomato,1
35.9,13.5,18.5,377.5,28.8,83.3,Wheat,0
32.9,5.8,10.1,322.6,29.0,37.3,Sunflower,0
9.7,4.8,16.4,232.2,12.8,51.0,Carrot,1
7.9,14.8,20.9,149.2,19.1,60.5,Cabbage,1
35.1,12.9,16.4,117.3,31.4,23.7,Cotton,0
24.6,26.4,28.5,215.3,17.0,45.7,Maize,0
23.1,28.8,20.2,142.9,22.1,70.1,Cabbage,1
26.3,23.8,15.0,245.5,28.9,77.2,Cotton,0
27.2,24.4,26.2,332.0,37.3,27.5,Beans,0
34.1,13.5,20.1,254.9,10.9,57.4,Cotton,0
13.4,23.0,30.2,367.6,22.8,28.7,Lettuce,1
38.1,11.2,26.9,235.1,33.2,37.7,Carrot,0
16.4,37.0,9.8,445.5,24.6,77.6,Sugarcane,1
35.0,19.5,26.8,355.1,28.0,47.4,Corn,0
28.3,18.0,25.6,388.0,34.6,65.2,Sugarcane,1
14.6,15.3,23.8,294.4,36.7,71.2,Peas,1
32.1,13.8,15.6,73.3,35.0,36.2,Barley,0
32.0,15.1,28.4,186.4,29.7,52.9,Wheat,0
30.2,8.4,28.3,492.5,25.4,21.2,Wheat,0
45.0,16.0,22.0,443.2,21.3,88.6,Rice,0
22.0,29.1,15.7,71.9,15.0,21.6,Lettuce,1
33.2,2.8,17.6,261.6,27.1,84.2,Barley,0
27.3,24.0,19.3,205.5,32.2,74.6,Peas,0
7.4,27.8,25.7,533.7,19.0,26.6,Peas,1
29.5,18.0,15.1,198.7,20.5,45.5,Sunflower,0
20.8,25.2,18.2,290.2,32.5,50.8,Sugarcane,1
30.5,9.3,2.3,444.7,24.8,48.8,Barley,0
12.4,9.7,21.8,305.2,20.1,36.4,Wheat,1
32.3,11.4,20.2,301.5,32.4,60.3,Onion,0
25.1,29.1,29.7,256.2,25.1,85.8,Barley,0
25.2,21.6,25.4,418.0,22.5,42.2,Potato,0
45.0,27.0,18.2,199.1,42.7,35.6,Soybean,0
22.8,21.7,11.7,350.3,14.6,74.1,Wheat,0
30.3,16.4,24.7,452.6,18.1,26.3,Soybean,0
13.5,22.0,24.4,167.6,26.6,41.4,Potato,1
30.4,5.9,22.2,306.1,26.2,88.2,Cabbage,0
21.2,5.3,15.0,356.7,17.4,75.7,Sugarcane,1
41.1,31.9,26.7,312.5,27.1,75.7,Tomato,0
26.6,22.6,13.8,378.6,30.3,36.2,Corn,0
28.4,12.0,11.1,270.7,21.4,81.8,Potato,0
40.3,31.1,17.0,353.8,21.1,45.5,Cotton,0
6.6,19.2,26.3,266.5,31.7,75.0,Peas,1
12.0,23.7,24.2,444.5,21.1,33.3,Cabbage,1
20.9,32.2,23.6,333.3,15.2,85.9,Wheat,1
39.6,26.9,26.2,196.8,22.4,51.9,Beans,0
29.3,29.4,17.2,171.2,32.3,75.8,Potato,0
8.9,8.2,28.0,255.2,35.9,72.2,Lettuce,1
25.1,46.4,27.2,269.9,10.8,86.3,Maize,0
28.4,26.2,27.9,332.9,24.0,36.5,Sugarcane,1
16.8,10.6,14.1,425.3,16.7,53.2,Cotton,1
39.2,24.9,20.6,282.5,40.1,42.9,Cabbage,0
32.1,21.8,20.0,148.0,24.6,55.5,Barley,0
32.3,34.9,24.5,227.9,28.0,77.9,Wheat,0
25.6,18.1,18.4,452.4,27.5,68.1,Maize,0
9.1,20.3,13.9,386.4,29.2,36.8,Barley,1
23.3,7.6,21.8,224.4,17.8,22.7,Spinach,1
23.2,25.5,27.4,239.8,21.8,28.3,Soybean,0
17.1,8.9,25.1,450.0,50.0,45.3,Peas,1
17.4,39.0,19.8,229.4,34.4,71.3,Cotton,1
25.6,16.1,14.9,239.2,19.7,37.3,Maize,0
33.5,31.3,18.0,349.9,28.9,32.0,Corn,0
28.3,19.8,28.6,309.9,20.5,73.6,Corn,0
34.4,8.1,22.1,331.6,27.6,37.8,Cotton,0
21.5,19.0,24.6,254.4,21.8,53.1,Sunflower,1
26.5,10.1,26.6,259.3,24.2,42.3,Carrot,0
19.6,29.9,24.5,401.5,8.3,45.7,Wheat,1
17.0,12.8,24.4,310.7,23.9,37.9,Sugarcane,1
22.7,33.9,11.2,427.4,43.3,43.7,Peas,1
33.0,3.1,28.8,323.0,39.8,56.2,Soybean,0
34.6,2.0,15.5,286.3,19.4,30.9,Carrot,0
45.0,21.2,23.1,294.8,27.7,25.3,Corn,0
5.0,20.6,23.3,76.1,37.4,51.6,Carrot,1
22.7,26.7,5.0,297.2,31.3,43.0,Onion,1
34.9,0.0,16.3,202.3,10.1,67.2,Soybean,0
36.6,11.6,17.1,241.4,31.0,36.9,Spinach,0
29.0,30.8,27.6,210.3,24.1,26.4,Tomato,0
36.3,18.5,29.5,420.1,19.5,45.1,Beans,0
25.7,0.0,10.5,260.0,42.0,30.0,Sugarcane,1
45.0,8.0,17.9,118.6,26.8,26.9,Peas,0
25.2,28.4,23.6,137.8,13.5,66.0,Potato,0
24.2,10.4,17.7,258.8,24.7,36.6,Potato,0
10.4,26.7,17.7,263.2,14.6,59.1,Soybean,1
36.0,14.5,34.0,376.1,22.9,38.4,Cotton,0
20.1,18.9,19.8,159.6,35.8,66.8,Barley,1
28.7,30.5,13.7,360.2,10.7,20.8,Peas,0
15.3,45.1,18.3,298.1,30.6,28.1,Sugarcane,1
15.0,28.0,21.5,383.6,29.7,89.6,Beans,1
25.6,26.9,17.0,375.0,22.8,75.1,Beans,0
14.9,12.9,23.1,325.1,14.7,35.8,Maize,1
16.4,36.5,17.3,281.2,21.7,42.4,Cotton,1
7.3,20.9,17.8,345.5,31.5,80.7,Lettuce,1
5.0,34.4,10.8,415.2,16.9,37.4,Corn,1
33.5,2.6,24.9,159.6,32.7,64.4,Soybean,0
21.5,9.3,13.6,219.1,18.5,86.1,Wheat,1
10.1,18.7,18.6,286.3,16.4,87.3,Lettuce,1
13.3,27.6,17.1,372.1,16.3,25.9,Cabbage,1
26.4,13.7,16.9,384.7,32.9,71.1,Peas,0
32.8,9.4,19.0,348.8,24.0,25.0,Cotton,0
23.6,13.8,19.0,316.8,22.6,25.9,Corn,0
17.1,21.4,21.1,277.1,22.5,63.5,Spinach,1
42.3,21.2,18.6,244.1,24.0,85.7,Lettuce,0
32.5,12.6,15.2,510.1,34.5,87.8,Carrot,0
21.7,34.3,22.9,186.9,20.2,39.4,Cabbage,1
28.7,6.9,16.6,345.6,23.7,89.8,Barley,0
21.1,15.0,16.5,255.0,19.1,72.5,Cotton,0
23.4,11.6,20.8,364.6,17.5,78.9,Sugarcane,1
22.6,0.0,7.4,331.1,25.9,36.9,Lettuce,1
26.9,19.6,14.4,289.3,32.8,64.6,Tomato,0
5.2,25.7,16.9,318.7,26.2,24.3,Corn,1
13.5,11.0,18.2,348.5,18.4,81.0,Tomato,1
45.0,21.4,22.9,440.0,35.2,86.4,Wheat,0
30.1,28.5,13.0,362.5,15.5,84.6,Lettuce,0
42.5,21.0,19.9,262.1,23.5,22.2,Lettuce,0
27.7,0.0,19.9,333.5,22.4,81.3,Beans,0
21.7,9.1,25.1,348.5,30.4,45.1,Cabbage,1
33.9,13.6,19.7,403.5,36.1,67.7,Spinach,0
45.0,25.2,24.6,435.5,19.8,32.6,Tomato,0
37.5,17.3,16.9,382.2,27.1,78.8,Maize,0
38.1,29.6,19.0,354.8,32.0,69.5,Cabbage,0
15.6,26.6,15.3,296.6,19.0,28.4,Barley,1
10.6,23.8,21.7,293.1,35.6,51.5,Maize,1
30.1,6.0,14.5,290.0,37.6,86.1,Spinach,0
31.4,28.9,24.1,325.3,28.3,74.1,Rice,0
14.1,6.5,17.6,360.1,26.8,50.5,Beans,1
45.0,11.1,14.2,270.9,33.4,21.5,Beans,0
28.6,36.8,18.5,251.0,19.1,36.2,Barley,0
5.0,24.0,17.7,286.4,35.1,33.5,Wheat,1
28.0,13.8,22.0,257.6,22.6,37.3,Beans,0
30.6,17.7,17.5,249.6,20.1,76.1,Sugarcane,0
25.9,11.1,22.7,414.3,38.8,72.9,Lettuce,0
19.0,30.2,28.8,266.9,36.1,66.3,Beans,1
21.8,25.2,20.0,368.7,27.2,32.5,Wheat,1
29.8,6.9,10.5,301.6,18.6,30.4,Cotton,0
20.2,19.0,15.0,356.7,19.1,28.3,Potato,0
30.9,35.0,20.6,352.2,23.1,59.3,Wheat,0
28.8,25.6,27.5,137.4,27.1,43.3,Peas,0
28.6,17.7,15.0,321.4,30.2,49.3,Spinach,0
24.5,24.6,12.1,524.2,23.2,20.2,Lettuce,1
11.5,25.3,25.1,364.4,33.4,79.8,Spinach,1
23.7,7.3,25.3,484.9,23.7,34.7,Rice,1
16.0,21.1,16.4,309.6,49.2,39.6,Tomato,1
17.9,17.6,18.6,352.5,33.3,64.2,Lettuce,1
38.4,22.5,22.6,354.9,17.2,56.1,Lettuce,0
23.7,21.1,16.8,317.2,27.0,75.0,Beans,1
12.5,13.3,23.8,124.5,32.2,50.7,Wheat,1
5.0,22.9,26.6,305.8,23.0,21.5,Corn,1
24.5,9.5,21.3,60.8,24.5,77.2,Wheat,0
22.4,12.0,21.5,236.8,38.3,86.4,Cabbage,1
23.6,26.8,23.0,414.6,26.2,72.3,Tomato,1
11.8,0.0,11.6,370.6,36.4,84.5,Tomato,1
15.4,24.0,23.4,273.9,26.2,69.2,Carrot,1
33.3,30.4,25.3,298.7,26.7,71.6,Sugarcane,0
26.2,21.0,20.2,234.8,23.9,83.0,Soybean,0
23.2,17.7,25.2,393.9,11.6,77.2,Sunflower,0
9.1,5.5,23.1,429.2,22.8,52.1,Onion,1
20.3,5.3,18.2,431.1,14.6,82.5,Corn,1
32.9,12.5,16.9,375.2,18.9,81.9,Beans,0
39.5,18.7,25.4,367.3,24.6,42.4,Tomato,0
21.0,27.8,19.5,219.6,38.8,85.0,Carrot,1
40.7,22.7,22.6,400.5,32.4,50.7,Carrot,0
27.9,19.6,23.5,207.0,35.7,53.4,Peas,0
26.4,21.4,21.3,357.6,39.5,45.7,Cabbage,0
31.0,17.5,17.2,443.7,18.3,64.9,Barley,0
39.7,25.5,30.6,369.2,27.1,89.5,Potato,0
28.7,18.2,19.0,247.5,28.4,58.0,Peas,0
45.0,23.8,24.1,340.2,24.0,82.5,Beans,0
44.3,14.5,18.1,177.7,26.2,87.4,Cotton,0
18.2,15.5,17.4,314.7,42.2,36.2,Lettuce,1
32.6,18.0,26.4,179.5,24.2,67.6,Soybean,0
29.0,25.1,12.0,296.2,28.1,85.6,Cotton,0
16.4,10.4,25.1,330.0,14.1,59.8,Corn,1
17.7,24.0,9.7,196.4,35.2,24.5,Rice,1
27.1,33.9,19.5,111.0,20.1,80.2,Onion,0
19.5,26.5,18.0,298.5,15.6,86.7,Corn,1
19.1,14.6,19.8,291.8,38.7,42.8,Corn,1
23.1,23.7,18.7,331.4,23.0,51.3,Cotton,0
22.9,14.1,25.9,403.9,24.6,64.3,Onion,1
30.2,17.2,20.3,408.4,26.5,77.7,Sunflower,0
27.6,19.7,25.8,375.6,24.4,40.0,Wheat,0
14.6,25.7,24.6,319.8,28.2,48.7,Carrot,1
19.0,6.8,20.7,445.3,21.9,72.7,Potato,0
24.2,13.3,21.8,383.4,26.3,76.0,Peas,1
38.7,13.2,20.5,142.1,31.7,30.9,Barley,0
38.3,8.8,16.6,230.8,24.7,70.3,Lettuce,0
5.0,19.7,25.4,340.1,25.2,59.2,Cabbage,1
15.7,8.5,19.5,396.7,35.0,87.4,Corn,1
23.8,19.3,23.6,444.1,15.9,33.7,Corn,0
22.7,22.7,16.3,243.2,19.0,82.2,Rice,1
30.1,15.2,14.0,532.6,7.9,28.9,Potato,0
33.6,15.9,26.6,303.6,35.6,39.4,Potato,0
35.3,25.0,23.6,278.5,27.8,87.3,Sunflower,0
5.0,16.3,22.0,301.5,32.5,24.7,Sunflower,1
45.0,21.3,11.3,50.0,31.6,22.1,Cotton,0
26.4,12.3,16.1,381.5,28.4,47.1,Rice,1
30.4,38.3,28.3,119.4,21.1,58.7,Onion,0
27.9,26.3,17.5,206.9,31.2,88.2,Cotton,0
31.9,28.5,14.0,282.9,17.0,45.3,Carrot,0
18.5,18.6,16.1,194.4,25.8,76.6,Onion,1
18.5,18.2,32.3,362.3,18.2,61.3,Cotton,0
37.4,7.1,14.9,399.2,29.8,46.5,Lettuce,0
30.6,13.3,20.2,554.6,17.2,42.3,Tomato,0
28.3,12.8,19.4,239.0,24.6,40.6,Cabbage,0
14.2,2.8,23.1,219.0,27.9,61.3,Corn,1
12.0,9.5,21.3,304.3,25.0,31.1,Maize,1
33.6,33.3,22.5,244.2,19.0,49.6,Cabbage,0
20.9,12.5,9.2,259.4,26.5,47.0,Tomato,1
30.1,36.6,26.3,211.3,32.9,63.3,Sugarcane,0
40.3,6.9,16.1,187.5,33.8,46.3,Sunflower,0
45.0,10.7,17.9,349.3,29.7,72.8,Corn,0
21.8,30.9,26.0,299.2,23.8,34.0,Cabbage,1
17.0,25.4,20.0,275.6,20.4,22.3,Cabbage,1
19.5,5.0,21.5,400.6,32.3,21.5,Wheat,1
23.6,32.6,28.9,241.7,32.7,78.1,Potato,0
32.9,30.2,18.3,313.9,18.8,69.1,Sunflower,0
16.7,8.3,19.0,260.0,27.1,66.0,Lettuce,1
32.9,26.9,25.0,287.3,36.8,41.6,Onion,0
5.0,4.3,27.0,375.3,29.9,50.6,Peas,1
36.8,14.1,28.5,430.6,23.2,50.8,Cotton,0
33.1,15.0,33.6,415.1,9.2,34.9,Spinach,0
17.9,19.1,24.9,245.9,24.4,62.7,Carrot,1
11.9,9.4,17.9,166.4,9.5,36.2,Barley,1
13.6,27.2,26.1,386.2,26.2,80.1,Beans,1
5.0,32.7,23.5,463.9,16.0,35.7,Tomato,1
36.6,12.5,24.1,252.7,15.5,47.5,Beans,0
34.7,30.7,16.6,112.7,30.0,47.7,Beans,0
14.2,17.5,14.5,314.4,21.7,25.4,Tomato,1
30.9,19.8,10.5,203.3,25.0,46.3,Corn,0
25.9,29.0,27.9,482.3,19.1,77.2,Wheat,0
25.6,26.5,20.9,260.6,25.3,72.5,Corn,0
24.2,17.6,25.0,293.7,10.9,70.2,Sunflower,0
18.0,35.5,23.1,417.6,32.0,21.5,Peas,1
26.8,13.2,22.5,290.3,21.6,88.6,Tomato,0
27.6,15.9,25.6,202.6,23.5,38.6,Tomato,0
11.0,27.5,23.8,378.4,25.2,38.5,Carrot,1
40.3,34.4,20.6,248.4,35.9,76.6,Sunflower,0
18.1,18.3,13.8,324.9,23.6,41.3,Soybean,1
18.2,13.5,23.1,308.1,12.5,64.7,Cabbage,1
33.7,8.7,21.6,199.4,40.5,21.3,Barley,0
19.5,23.3,22.6,135.2,36.2,63.1,Cotton,0
29.7,31.7,19.5,267.3,30.9,56.8,Rice,1
18.4,14.9,27.2,351.4,31.7,26.9,Lettuce,1
6.9,28.7,10.2,239.0,30.7,81.8,Sugarcane,1
16.4,20.9,20.8,323.0,25.6,56.6,Carrot,1
28.4,9.4,8.4,344.5,21.0,32.5,Beans,0
28.3,22.9,18.2,237.0,31.5,44.8,Peas,0
31.1,33.4,24.9,183.0,25.1,79.1,Wheat,0
45.0,14.1,20.7,205.5,25.7,58.7,Barley,0
17.2,10.6,24.2,318.0,32.6,62.4,Soybean,1
11.5,17.9,13.5,336.5,20.1,42.0,Corn,1
34.6,17.9,24.7,308.6,7.8,24.3,Rice,0
30.8,27.9,16.9,215.0,35.1,70.8,Sugarcane,0
45.0,18.6,23.4,204.7,15.0,44.4,Spinach,0
31.0,36.6,19.5,343.2,36.2,25.9,Peas,0
37.5,17.7,30.8,275.9,31.4,22.0,Lettuce,0
25.3,21.7,18.0,257.2,24.3,53.6,Maize,0
25.4,35.7,17.9,176.3,23.8,37.6,Cotton,0
23.4,8.4,16.9,296.8,19.0,59.5,Tomato,1
8.4,21.1,32.0,408.7,17.6,58.6,Beans,1
35.6,25.9,20.4,327.4,13.1,26.6,Spinach,0
26.6,26.6,18.0,213.9,13.8,62.6,Wheat,0
38.0,6.6,22.9,501.4,15.8,48.8,Carrot,0
22.7,19.1,19.0,358.8,25.9,69.0,Maize,0
40.9,30.6,18.4,145.9,36.2,75.4,Corn,0
38.7,25.9,27.4,372.7,23.3,81.0,Tomato,0
20.4,24.1,15.2,384.4,32.2,79.1,Barley,1
45.0,27.5,23.3,124.3,33.2,33.7,Lettuce,0
21.2,30.8,20.9,334.7,13.3,21.1,Sunflower,1
29.2,25.3,18.0,508.5,6.7,72.8,Beans,0
30.4,21.8,22.8,386.8,19.2,39.0,Potato,0
28.0,18.2,14.5,371.7,20.5,76.2,Tomato,0
10.0,14.6,16.0,402.8,26.2,75.6,Sunflower,1
38.8,15.4,20.8,285.8,22.1,89.6,Barley,0
29.8,33.2,16.4,240.7,28.3,34.9,Tomato,0
31.6,8.0,19.1,121.1,27.1,26.7,Lettuce,0
19.7,27.7,30.8,259.6,23.0,75.5,Barley,1
17.6,17.0,17.0,246.1,34.5,31.2,Onion,1
33.5,21.1,11.3,452.2,27.4,85.8,Carrot,0
31.1,35.4,15.7,221.8,26.3,65.0,Soybean,0
34.1,16.9,18.4,334.6,24.0,70.7,Beans,0
33.9,41.2,30.1,246.5,35.0,89.7,Barley,0
29.6,16.4,22.9,232.9,36.3,35.2,Beans,0
35.0,28.2,14.6,552.1,23.3,30.0,Onion,0
39.3,7.5,14.7,222.0,13.0,53.9,Lettuce,0
24.4,11.7,24.6,276.8,25.5,64.0,Maize,0
17.8,29.7,25.1,406.9,28.0,80.1,Cabbage,1
12.7,29.9,26.0,331.4,23.5,59.4,Onion,1
30.2,13.6,25.6,252.2,27.3,40.5,Peas,0
18.5,23.3,20.1,292.0,28.5,68.0,Beans,1
31.6,32.3,19.7,112.3,34.6,53.6,Corn,0
22.3,16.2,23.7,376.2,28.4,34.2,Soybean,0
18.2,4.8,30.3,197.5,22.6,79.5,Cotton,0
31.9,16.9,19.3,145.4,14.3,52.9,Beans,0
23.4,19.3,26.1,320.8,39.0,83.0,Cotton,0
11.5,26.2,15.9,468.4,25.1,54.6,Sunflower,1
13.8,5.3,9.8,251.6,23.6,34.8,Cotton,1
15.2,22.5,11.1,445.9,35.6,61.0,Sugarcane,1
24.3,17.9,16.6,288.8,20.8,84.0,Carrot,1
35.6,22.0,25.6,363.2,27.7,89.8,Lettuce,0
13.6,9.5,16.9,270.7,25.9,76.7,Cotton,1
18.9,28.3,18.6,320.2,16.0,88.0,Spinach,1
29.8,27.7,21.3,219.5,22.5,32.5,Onion,0
20.0,7.4,21.2,297.3,26.3,26.8,Onion,1
28.3,20.6,23.0,309.7,8.9,55.0,Maize,0
7.5,34.1,18.6,370.9,25.7,27.9,Rice,1
27.5,22.5,22.7,296.7,13.6,51.1,Barley,0
26.5,12.1,16.9,251.4,9.8,79.6,Cabbage,0
41.2,30.5,23.4,315.4,16.8,59.7,Beans,0
44.5,16.6,21.5,344.6,30.0,66.4,Cotton,0
34.3,29.5,26.0,353.4,16.8,59.1,Cabbage,0
23.6,18.3,19.8,420.4,21.3,58.0,Spinach,1
23.0,1.5,23.4,284.9,25.6,79.6,Cabbage,1
23.0,21.3,13.4,299.9,20.2,28.8,Sunflower,0
25.3,9.9,22.4,302.1,14.6,36.9,Beans,0
34.5,17.9,27.4,113.3,22.3,36.5,Cotton,0
8.2,27.5,14.3,258.2,32.7,34.0,Lettuce,1
35.3,24.3,10.6,419.5,28.8,48.5,Corn,0
33.3,10.0,17.7,443.4,30.3,66.9,Peas,0
18.2,30.7,24.6,496.7,21.5,57.7,Corn,1
28.8,34.8,16.1,328.1,24.2,77.5,Cotton,0
22.4,25.8,17.6,365.0,20.5,51.7,Corn,0
18.3,36.6,24.2,339.6,31.0,78.2,Cotton,0
25.1,15.7,33.2,188.2,14.2,67.2,Onion,0
7.5,32.5,24.5,273.4,27.4,39.1,Potato,1
35.7,39.7,22.6,429.0,23.7,84.4,Rice,0
8.7,0.0,14.9,434.8,20.9,44.0,Maize,1
35.4,14.8,21.1,164.8,18.6,36.1,Rice,0
15.6,11.9,21.6,394.3,47.3,43.2,Soybean,1
34.8,42.8,18.9,304.8,17.3,60.4,Potato,0
17.3,10.1,21.5,304.4,31.7,26.3,Rice,1
30.5,18.4,17.2,287.0,25.1,69.9,Potato,0
21.3,11.6,18.2,324.2,25.7,70.4,Wheat,1
29.2,14.6,18.6,320.4,31.4,36.9,Beans,0
14.9,21.6,18.0,321.4,24.3,36.6,Rice,1
8.2,25.9,20.6,108.3,41.8,29.4,Sunflower,1
22.3,36.8,19.9,333.2,25.3,41.6,Rice,1
21.0,12.2,21.4,388.1,28.7,52.8,Sunflower,1
30.7,28.1,19.5,312.3,26.0,88.0,Onion,0
12.7,10.3,9.8,256.7,34.1,20.3,Lettuce,1
40.2,27.3,21.1,226.6,33.0,47.2,Sugarcane,0
23.8,14.1,20.0,318.7,33.9,46.8,Carrot,1
26.1,48.8,33.7,267.8,32.7,55.2,Onion,0
12.5,25.5,23.9,408.0,22.4,84.4,Peas,1
22.3,44.6,15.2,317.7,11.5,26.0,Carrot,1
19.8,21.5,16.9,300.3,29.2,23.6,Barley,1
40.7,13.9,18.5,282.7,14.6,67.3,Cotton,0
14.9,21.2,17.0,307.4,33.0,81.4,Lettuce,1
26.0,18.5,27.1,201.8,25.3,21.6,Onion,0
32.7,31.1,16.7,202.9,15.1,74.9,Carrot,0
10.6,22.9,29.3,252.8,29.9,21.2,Maize,1
45.0,3.2,14.9,356.4,42.4,61.7,Sunflower,0
26.3,0.3,28.0,253.6,28.6,39.5,Carrot,0
8.4,4.0,20.5,356.7,20.6,45.8,Maize,1
10.6,7.2,21.9,311.1,28.1,72.9,Carrot,1
40.6,17.8,21.3,242.1,25.9,77.0,Wheat,0
24.8,37.5,17.5,335.7,34.0,86.2,Carrot,1
30.4,24.7,20.7,315.1,18.8,84.1,Lettuce,0
45.0,5.3,19.1,375.2,23.1,32.2,Spinach,0
21.8,5.1,15.2,306.4,33.6,81.9,Cabbage,1
20.8,26.7,15.5,342.2,23.7,62.0,Lettuce,1
25.6,18.6,22.3,441.4,38.2,80.2,Potato,0
37.0,21.0,26.7,181.7,30.5,21.2,Barley,0
25.4,8.9,23.3,260.8,26.7,51.6,Onion,0
42.3,11.8,15.4,276.4,31.6,71.0,Cabbage,0
30.5,22.9,22.2,363.3,26.6,60.3,Peas,0
23.6,33.8,23.7,348.6,36.8,53.8,Onion,1
23.2,40.1,21.5,215.8,35.7,60.0,Carrot,1
18.4,14.1,15.8,474.2,24.9,76.5,Wheat,1
24.6,28.4,24.7,255.4,17.0,88.0,Potato,0
36.2,34.1,23.6,166.5,35.1,42.5,Sugarcane,0
32.2,31.1,16.0,431.8,31.1,40.5,Soybean,0
24.8,24.4,23.6,373.6,36.6,38.3,Soybean,0
24.9,25.9,22.4,348.1,34.7,39.6,Cotton,0
22.1,10.1,18.4,181.8,23.3,46.4,Sunflower,0
21.6,29.8,10.4,263.4,30.1,63.6,Sugarcane,1
27.1,25.2,23.4,542.6,16.8,60.6,Potato,0
